dateCrawled;name;seller;offerType;price;abtest;vehicleType;yearOfRegistration;gearbox;powerPS;model;kilometer;monthOfRegistration;fuelType;brand;notRepairedDamage;dateCreated;nrOfPictures;postalCode;lastSeen
22/03/2016 11:55;Ford_ECOSPORT_1.5_Ti_VCT;privat;Angebot;14200;control;suv;2014;manuell;111;andere;10000;5;benzin;ford;nein;22/03/2016 00:00;0;44623;22/03/2016 11:55
12/03/2016 09:58;Volkswagen_Tiguan_2.0_TDI_DPF_R_Line_Werksgarantie_Xeon;privat;Angebot;21400;control;suv;2014;manuell;110;tiguan;20000;11;diesel;volkswagen;nein;12/03/2016 00:00;0;45663;22/03/2016 12:17
21/03/2016 09:38;Peugeot_2008_1_6_Diesel_e_HDi__1_Hand_von_privat;privat;Angebot;16500;control;suv;2015;manuell;92;;10000;2;diesel;peugeot;nein;21/03/2016 00:00;0;42389;03/04/2016 04:47
08/03/2016 17:25;Opel_Mokka_1.6_CDTI_ecoFLEX_Start/Stop_Innovation;privat;Angebot;20900;test;suv;2015;manuell;136;andere;10000;8;diesel;opel;nein;08/03/2016 00:00;0;65428;07/04/2016 06:45
07/03/2016 21:58;Land_Rover_Evoque_wie_neu;privat;Angebot;32000;control;suv;2014;automatik;150;range_rover_evoque;20000;10;;land_rover;nein;07/03/2016 00:00;0;49632;06/04/2016 10:46
12/03/2016 11:50;Ford_Kuga_1.6_EcoBoost_4x4_Aut._Titanium;privat;Angebot;30490;test;suv;2014;automatik;182;kuga;20000;11;benzin;ford;nein;12/03/2016 00:00;0;65232;06/04/2016 17:46
20/03/2016 22:49;Mercedes_Benz_Neuwagen_GLA_220_CDI_4Matic_7G_DCT_Urban;privat;Angebot;39900;test;suv;2016;automatik;170;andere;5000;3;diesel;mercedes_benz;nein;20/03/2016 00:00;0;84539;30/03/2016 18:44
28/03/2016 18:42;Jeep_Wrangler_Hard_Top_3.6_Automatik_Sahara;privat;Angebot;29900;control;suv;2014;automatik;284;wrangler;20000;1;benzin;jeep;nein;28/03/2016 00:00;0;58285;07/04/2016 00:17
24/03/2016 18:49;Audi_Q3_Ultra_Diesel_Naviga.paket_Klimaautomatic__Sitzheiz._1Hand;privat;Angebot;32950;test;suv;2015;manuell;0;q3;20000;3;diesel;audi;nein;24/03/2016 00:00;0;44143;29/03/2016 04:46
18/03/2016 18:50;Andere__Buggy_Quadix/XYJK800;privat;Angebot;9500;control;suv;2015;manuell;50;;5000;12;benzin;sonstige_autos;nein;18/03/2016 00:00;0;84034;29/03/2016 13:18
18/03/2016 17:06;Volkswagen_Tiguan_2.0_TDI_DPF_4Motion_Lounge_Track_&_Style;privat;Angebot;31900;test;suv;2015;manuell;140;tiguan;20000;5;diesel;volkswagen;nein;18/03/2016 00:00;0;55481;06/04/2016 06:17
04/04/2016 10:56;Chevrolet_Trax_1.7TD_Automatik_LT;privat;Angebot;15800;control;suv;2014;automatik;131;andere;40000;3;diesel;chevrolet;nein;04/04/2016 00:00;0;12529;06/04/2016 11:46
10/03/2016 22:56;"Volkswagen_Tiguan_1_4_TSI_BMT_""CUP""_Panoramadach__AHK__GRA";privat;Angebot;26990;control;suv;2015;manuell;160;tiguan;10000;4;benzin;volkswagen;nein;10/03/2016 00:00;0;26802;05/04/2016 18:44
01/04/2016 10:42;NISSAN_Qashqai_1.6_TEKNA_AUTOMATIK_PANORAMADACH_LEDER;privat;Angebot;18750;control;suv;2014;automatik;117;qashqai;10000;10;benzin;nissan;nein;01/04/2016 00:00;0;9423;07/04/2016 06:46
03/04/2016 20:48;MINI_Cooper_SD_Paceman_All_4__Navi;privat;Angebot;22900;test;suv;2014;manuell;143;cooper;50000;1;diesel;mini;nein;03/04/2016 00:00;0;34128;05/04/2016 21:46
19/03/2016 07:56;Audi_SQ5_3.0_TDI_quattro_tiptronic;privat;Angebot;57800;control;suv;2014;automatik;313;andere;30000;6;diesel;audi;nein;19/03/2016 00:00;0;71711;06/04/2016 04:17
07/03/2016 18:56;MAZDA_CX5_SKYACTIV_ALLRAD_AUT._AHK_NAVI_BOSE;privat;Angebot;23950;control;suv;2014;automatik;150;cx_reihe;40000;6;diesel;mazda;nein;07/03/2016 00:00;0;53797;07/04/2016 05:46
15/03/2016 20:49;Nissan_Navara_Autm._LB_LE;privat;Angebot;31000;test;suv;2014;automatik;231;navara;40000;6;diesel;nissan;nein;15/03/2016 00:00;0;71069;19/03/2016 17:20
30/03/2016 10:36;MINI_Cooper_S_Countryman;privat;Angebot;27900;test;suv;2015;manuell;190;cooper;10000;10;benzin;mini;nein;30/03/2016 00:00;0;93354;07/04/2016 02:17
12/03/2016 17:52;Kia_Sportage_1.6_GDI_2WD_Fifa_World_Cup_Edition;privat;Angebot;20500;test;suv;2014;manuell;135;sportage;30000;6;benzin;kia;nein;12/03/2016 00:00;0;32052;07/04/2016 10:16
12/03/2016 16:56;Hyundai_ix35_1.6_2WD_PREMIUM_Bi_Xenon_PDC_v/h__Kamera;privat;Angebot;17950;control;suv;2014;manuell;135;i_reihe;20000;10;benzin;hyundai;nein;12/03/2016 00:00;0;37077;19/03/2016 19:46
31/03/2016 17:36;MINI_Cooper_SD_Countryman___JAHRESWAGEN_MIT_VOLLAUSST;privat;Angebot;28950;control;suv;2015;manuell;143;cooper;20000;3;diesel;mini;nein;31/03/2016 00:00;0;41539;06/04/2016 12:16
21/03/2016 10:50;Porsche_Macan_S_Diesel_PDK;privat;Angebot;73500;test;suv;2015;automatik;258;andere;10000;5;diesel;porsche;nein;21/03/2016 00:00;0;85120;06/04/2016 05:15
22/03/2016 16:46;Nissan_Qashqai_1.6_dCi_ACENTA+;privat;Angebot;20500;test;suv;2014;manuell;131;qashqai;30000;9;diesel;nissan;nein;22/03/2016 00:00;0;24937;28/03/2016 06:47
20/03/2016 17:57;"Suzuki_Jimny_""Style""__schwarz_metallic_sucht_neue_Fans";privat;Angebot;14700;test;suv;2015;manuell;86;jimny;10000;4;benzin;suzuki;;20/03/2016 00:00;0;69469;07/04/2016 00:46
20/03/2016 11:42;Kia_Sportage_1.6_Spirit_NAVI_Vollleder_18_Zoll_ALU_Winterpaket;privat;Angebot;20499;test;suv;2015;;0;sportage;5000;10;benzin;kia;;20/03/2016 00:00;0;8412;06/04/2016 08:46
28/03/2016 18:54;Kia_Sportage_Spirit__Diesel_mit_57_Mon_._Garantie__184PS_6Gang;privat;Angebot;24500;control;suv;2014;manuell;185;sportage;50000;1;diesel;kia;nein;23/03/2016 00:00;0;94486;06/04/2016 07:44
19/03/2016 19:36;Opel_Mokka_1.4_Turbo_Automatik_Innovation;privat;Angebot;22500;control;suv;2015;automatik;140;andere;10000;8;benzin;opel;nein;19/03/2016 00:00;0;25451;07/04/2016 08:44
17/03/2016 20:50;Kia_Sportage_2.0_CRDi_184_AWD_Aut.__PLATINUM;privat;Angebot;26500;control;suv;2014;automatik;184;sportage;30000;3;diesel;kia;nein;17/03/2016 00:00;0;21218;07/04/2016 09:46
14/03/2016 17:37;Volvo_XC60_D4_Geartronik__viele_Extras!_Garantie_bis_08.2018;privat;Angebot;34999;test;suv;2014;automatik;181;xc_reihe;30000;9;;volvo;;14/03/2016 00:00;0;28844;20/03/2016 06:44
20/03/2016 13:48;MINI_John_Cooper_Works_Countryman_Vollausstattung;privat;Angebot;35000;test;suv;2015;automatik;218;cooper;5000;9;benzin;mini;nein;20/03/2016 00:00;0;82205;06/04/2016 15:17
11/03/2016 23:52;Audi_Q7_3.0_TDI_DPF_quattro_tiptronic;privat;Angebot;47500;test;suv;2014;automatik;245;q7;40000;7;diesel;audi;nein;11/03/2016 00:00;0;68526;05/04/2016 14:45
14/03/2016 11:54;Ford_Kuga_2.0_TDCi_4x4_Aut._Individual;privat;Angebot;28500;test;suv;2014;automatik;163;kuga;20000;10;diesel;ford;nein;14/03/2016 00:00;0;72760;05/04/2016 11:50
26/03/2016 19:40;Land_Rover_EVOQUE_TD4_9_GANG_AUT._1._HAND__XENON__AHK__LED;privat;Angebot;32900;control;suv;2014;automatik;150;range_rover_evoque;50000;6;diesel;land_rover;nein;26/03/2016 00:00;0;75365;06/04/2016 09:15
12/03/2016 18:47;BMW_X1_xDrive20d_Aut.Bestellfahrzeug_v.Werksangehoer;privat;Angebot;32900;test;suv;2016;automatik;190;x_reihe;10000;3;diesel;bmw;nein;12/03/2016 00:00;0;94351;07/04/2016 12:45
19/03/2016 22:56;Volkswagen_Tiguan_1.4_TSI_DSG_BlueMotion_Technology_Cit...;privat;Angebot;23800;test;suv;2014;automatik;160;tiguan;20000;12;benzin;volkswagen;nein;19/03/2016 00:00;0;12353;06/04/2016 00:15
07/03/2016 17:46;Peugeot_2008__1_6_Diesel_e_HDi;privat;Angebot;17590;test;suv;2015;manuell;92;;10000;2;diesel;peugeot;nein;07/03/2016 00:00;0;42389;12/03/2016 17:39
13/03/2016 22:06;Volkswagen_Tiguan_1.4_TSI_125PS_/_Sitzheizung_/_PDC;privat;Angebot;21400;control;suv;2016;manuell;125;tiguan;5000;2;benzin;volkswagen;nein;13/03/2016 00:00;0;65599;29/03/2016 23:15
08/03/2016 01:47;Verkaufe_Hyundai_Tucson_umstaendehalber;privat;Angebot;19480;control;suv;2015;manuell;135;tucson;5000;11;benzin;hyundai;nein;07/03/2016 00:00;0;23829;06/04/2016 03:45
11/03/2016 07:54;Mercedes_Benz_GLK_220_CDI__BlueEFFICIENCY_;privat;Angebot;28350;test;suv;2014;manuell;170;glk;30000;3;diesel;mercedes_benz;nein;11/03/2016 00:00;0;25462;16/03/2016 13:18
21/03/2016 23:57;BMW_X1_xDrive18d_Aut._M_PAKET_SPORT;privat;Angebot;42500;test;suv;2015;automatik;150;x_reihe;5000;12;diesel;bmw;nein;21/03/2016 00:00;0;81829;05/04/2016 15:17
22/03/2016 15:38;Ford_Kuga_Sync_Edition_2x4;privat;Angebot;21999;control;suv;2014;manuell;140;kuga;30000;9;diesel;ford;nein;22/03/2016 00:00;0;89233;26/03/2016 16:45
04/04/2016 19:41;BMW_X1_F48_xDrive20d_xLine;privat;Angebot;37200;test;suv;2016;manuell;190;x_reihe;5000;2;diesel;bmw;nein;04/04/2016 00:00;0;94360;06/04/2016 21:45
30/03/2016 00:46;Land_Rover_Range_Rover_Evoque_SD4_Aut._Dynamic;privat;Angebot;35800;test;suv;2015;automatik;190;range_rover_evoque;20000;6;diesel;land_rover;ja;29/03/2016 00:00;0;1279;06/04/2016 20:16
26/03/2016 05:36;Opel_MOKKA_1_7_CDTI_ecoFLEX_Start/Stop_Edition;privat;Angebot;14300;control;suv;2014;manuell;130;andere;90000;4;diesel;opel;nein;26/03/2016 00:00;0;51588;05/04/2016 19:47
30/03/2016 11:48;Opel_Mokka_1.7_CDTI_ecoFLEX_Start/Stop_4x4_Innovation;privat;Angebot;18900;test;suv;2014;manuell;131;andere;20000;2;diesel;opel;nein;30/03/2016 00:00;0;26810;07/04/2016 02:44
05/04/2016 12:53;Nissan_Quashquai_Visia_1_2;privat;Angebot;14500;test;suv;2014;manuell;115;qashqai;30000;4;benzin;nissan;;05/04/2016 00:00;0;22453;05/04/2016 12:53
09/03/2016 15:53;BMW_X1_sDrive18d__Rueckfahrkamera__Neues_Modell;privat;Angebot;35990;control;suv;2015;automatik;150;x_reihe;5000;11;diesel;bmw;nein;09/03/2016 00:00;0;45475;30/03/2016 13:19
05/03/2016 15:55;Suzuki_SX4_Jahreswagen_NEU_13.000KM_Allrad_4x4_1.Hand;privat;Angebot;14250;control;suv;2015;manuell;120;andere;20000;1;benzin;suzuki;nein;05/03/2016 00:00;0;65527;12/03/2016 23:17
08/03/2016 14:56;Renault_Captur_TCe_120_EDC_Helly_Hansen;privat;Angebot;16990;test;suv;2015;automatik;120;andere;20000;2;benzin;renault;nein;08/03/2016 00:00;0;20457;10/03/2016 09:46
20/03/2016 20:53;Audi_Q3_2.0_TDI_quattro_S_tronic;privat;Angebot;42800;test;suv;2015;automatik;184;q3;30000;6;diesel;audi;nein;20/03/2016 00:00;0;49692;20/03/2016 21:44
05/03/2016 14:21;Andere_Andere_Quad_Quadix;privat;Angebot;8900;test;suv;2015;manuell;50;;5000;4;benzin;sonstige_autos;nein;04/03/2016 00:00;0;56335;06/04/2016 00:47
29/03/2016 14:44;Neue_Porsche_Glas_Ladestation_Schluessel_platte;privat;Angebot;1;test;suv;2016;;0;;5000;0;;porsche;;29/03/2016 00:00;0;90469;06/04/2016 00:15
11/03/2016 21:47;Dacia_Duster_dCi_110_FAP_4x4_Laureate_mit_Designpaket;privat;Angebot;15250;test;suv;2015;manuell;109;duster;20000;3;diesel;dacia;nein;11/03/2016 00:00;0;31785;28/03/2016 07:46
03/04/2016 23:49;Audi_Q3_2.0_TDI_quattro_S_tronic_Navi_Plus_Alcantara;privat;Angebot;29299;control;suv;2014;automatik;140;q3;40000;7;diesel;audi;nein;03/04/2016 00:00;0;81925;06/04/2016 04:17
10/03/2016 22:49;Audi_Q5_3.0_TDI__clean_diesel__quattro_S_tronic;privat;Angebot;51500;control;suv;2015;automatik;258;q5;30000;5;diesel;audi;ja;10/03/2016 00:00;0;84034;07/04/2016 10:45
08/03/2016 18:58;Renault_Captur_ENERGY_TCe_90_Start&Stop_Dynamique;privat;Angebot;12500;test;suv;2014;manuell;90;andere;30000;2;benzin;renault;nein;08/03/2016 00:00;0;67454;16/03/2016 23:46
20/03/2016 13:43;Nissan_Navara_Autm._LB_LE;privat;Angebot;30600;test;suv;2014;automatik;231;navara;40000;6;diesel;nissan;nein;20/03/2016 00:00;0;71069;04/04/2016 13:44
15/03/2016 23:54;Mercedes_ML_350_BlueTEC_4Matic_Leasinguebernahme;privat;Angebot;59000;control;suv;2014;automatik;258;m_klasse;20000;4;diesel;mercedes_benz;nein;15/03/2016 00:00;0;53773;06/04/2016 00:46
05/04/2016 09:38;BMW_X3_xDrive20d_Aut.;privat;Angebot;48800;control;suv;2015;automatik;190;x_reihe;5000;11;diesel;bmw;nein;05/04/2016 00:00;0;84130;07/04/2016 12:15
13/03/2016 20:51;Infiniti_QX70_3.0d_AWD_Aut._S_Premium;privat;Angebot;36500;control;suv;2015;automatik;238;;30000;1;diesel;sonstige_autos;nein;13/03/2016 00:00;0;40885;17/03/2016 14:16
12/03/2016 20:25;"BMW_X1_sDrive18d_Automatik__NAVI__ALU_18""__PDC_TOP!";privat;Angebot;24490;control;suv;2014;automatik;143;x_reihe;20000;6;diesel;bmw;nein;12/03/2016 00:00;0;51570;07/04/2016 12:45
12/03/2016 12:46;Audi_Q5_2.0_TDI_quattro;privat;Angebot;33900;test;suv;2014;manuell;150;q5;30000;4;diesel;audi;nein;12/03/2016 00:00;0;93326;06/04/2016 09:17
26/03/2016 23:51;Land_Rover_Def.110_1._Hand_Topzustand_Vollleder_Einbaunavi;privat;Angebot;43550;test;suv;2014;manuell;122;defender;20000;9;diesel;land_rover;nein;26/03/2016 00:00;0;93055;06/04/2016 16:44
25/03/2016 11:49;Opel_Mokka_1.4_Turbo_Innovation/Eco_Flex/Sitzheizung;privat;Angebot;19290;test;suv;2015;manuell;140;andere;20000;4;benzin;opel;nein;25/03/2016 00:00;0;67661;06/04/2016 12:44
03/04/2016 21:44;Volkswagen_Tiguan;privat;Angebot;27500;test;suv;2015;manuell;140;tiguan;20000;3;diesel;volkswagen;nein;03/04/2016 00:00;0;58507;05/04/2016 22:18
10/03/2016 22:52;Kia_Sportage;privat;Angebot;16999;control;suv;2014;manuell;0;sportage;30000;2;benzin;kia;nein;10/03/2016 00:00;0;85551;07/04/2016 10:44
26/03/2016 16:38;Skoda_Yeti_2.0_TDI_SCR_4x4_DSG_Joy_Navi_Xenon_AHK_Pano;privat;Angebot;27500;control;suv;2016;automatik;150;yeti;5000;2;diesel;skoda;nein;26/03/2016 00:00;0;42781;28/03/2016 05:16
04/04/2016 13:47;Mercedes_Benz_GLA_200_AMG;privat;Angebot;18300;control;suv;2014;manuell;156;andere;20000;4;benzin;mercedes_benz;ja;04/04/2016 00:00;0;44627;06/04/2016 15:16
28/03/2016 14:57;Volkswagen_Tiguan_2.0_TDI_SCR_4Motion_BlueMotion_Techno...;privat;Angebot;38750;test;suv;2015;manuell;150;tiguan;10000;8;diesel;volkswagen;nein;28/03/2016 00:00;0;97616;06/04/2016 19:16
15/03/2016 14:46;Renault_Captur_TCe_120_EDC_Helly_Hansen;privat;Angebot;18790;control;suv;2015;automatik;120;andere;10000;4;benzin;renault;nein;15/03/2016 00:00;0;74906;06/04/2016 04:44
31/03/2016 20:54;Q5_von_WA_3.0l_TDI_S_tronik_clean_Diesel_EU6_plus_258_PS;privat;Angebot;47900;test;suv;2015;automatik;258;q5;30000;3;diesel;audi;;31/03/2016 00:00;0;85080;06/04/2016 15:46
24/03/2016 14:54;TIGUAN__Sport_&_Style_4Motion_BM_Technik_2_0L_TDI_130kw_6_Gang;privat;Angebot;26000;test;suv;2014;manuell;177;tiguan;30000;7;diesel;volkswagen;nein;24/03/2016 00:00;0;38518;03/04/2016 06:47
30/03/2016 18:55;Audi_Q3_2.0_TDI_quattro_S_Line_competition__Alles_drin_;privat;Angebot;29500;test;suv;2014;manuell;177;q3;70000;10;diesel;audi;;30/03/2016 00:00;0;36166;07/04/2016 10:17
08/03/2016 18:37;Skoda_Yeti_Outdoor_1.4_TSI_Green_tec_L&K;privat;Angebot;17000;test;suv;2014;manuell;122;yeti;10000;9;benzin;skoda;nein;08/03/2016 00:00;0;18209;30/03/2016 19:18
28/03/2016 13:41;Hyundai_Santa_Fe_2.2_CRDi_/_Diesel__Automatik__Tausch_T5_Multivan;privat;Angebot;29999;test;suv;2015;automatik;197;santa;20000;4;diesel;hyundai;nein;28/03/2016 00:00;0;50389;04/04/2016 15:18
27/03/2016 22:57;Mazda_CX_5_2.2_SKYACTIV_D_AWD_Aut._Sports_Line;privat;Angebot;28800;test;suv;2014;automatik;175;cx_reihe;30000;1;diesel;mazda;nein;27/03/2016 00:00;0;65835;07/04/2016 00:17
29/03/2016 21:53;Piaggio_Porter_Kipper;privat;Angebot;8000;test;suv;2014;manuell;72;;10000;8;benzin;sonstige_autos;ja;29/03/2016 00:00;0;92521;06/04/2016 09:17
05/03/2016 23:55;Volkswagen_Tiguan_2.0_TDI_DPF_4Motion_RNS_510_Dynaudio.....;privat;Angebot;28500;control;suv;2014;manuell;177;tiguan;40000;7;diesel;volkswagen;nein;05/03/2016 00:00;0;35039;17/03/2016 07:17
28/03/2016 21:54;Ford_Kuga_2.0_TDCi_4x4_Aut._Titanium;privat;Angebot;29990;control;suv;2015;automatik;179;kuga;10000;1;diesel;ford;nein;28/03/2016 00:00;0;98746;07/04/2016 04:45
21/03/2016 19:37;Nissan_X_Trail_1.6_dCi_Xtronic_Tekna;privat;Angebot;32900;test;suv;2015;automatik;131;x_trail;20000;3;diesel;nissan;nein;21/03/2016 00:00;0;77855;06/04/2016 21:47
05/04/2016 17:06;Renault_Captur_ENERGY_TCe_90_Start&Stop_Luxe;privat;Angebot;14999;test;suv;2015;manuell;90;andere;20000;2;benzin;renault;nein;05/04/2016 00:00;0;56291;05/04/2016 17:06
22/03/2016 14:58;Ford_Kuga_1.5_EcoBoost_2x4_Individual_mit_Garantie;privat;Angebot;24000;control;suv;2014;manuell;150;kuga;20000;12;benzin;ford;nein;22/03/2016 00:00;0;50765;06/04/2016 05:15
08/03/2016 12:58;Honda_CR_V_2.0i_VTEC_2WD_Elegance;privat;Angebot;19000;test;suv;2014;manuell;155;cr_reihe;40000;6;benzin;honda;nein;08/03/2016 00:00;0;7749;20/03/2016 01:48
26/03/2016 20:57;Volkswagen_Tiguan_2.0_TDI_DPF_4Motion_BMT_R_Line_mit_WR;privat;Angebot;29900;control;suv;2014;manuell;177;tiguan;40000;5;diesel;volkswagen;nein;26/03/2016 00:00;0;38110;06/04/2016 11:45
29/03/2016 20:44;Ford_Kuga_2.0_TDCi_4x4_Aut._Titanium;privat;Angebot;19900;test;suv;2014;automatik;163;kuga;125000;5;diesel;ford;nein;29/03/2016 00:00;0;14482;29/03/2016 20:44
02/04/2016 11:37;Jeep_Wrangler__kein_BMW_VW__Audi_Mercedes_Porsche_Ford_Opel__SUV;privat;Angebot;45500;test;suv;2015;automatik;200;wrangler;5000;8;diesel;jeep;nein;02/04/2016 00:00;0;13409;06/04/2016 10:17
09/03/2016 12:52;BMW_X4_xDrive20d_Aut._xLine;privat;Angebot;45100;control;suv;2014;automatik;190;x_reihe;30000;8;diesel;bmw;nein;09/03/2016 00:00;0;66346;05/04/2016 23:45
03/04/2016 13:52;Ford_Kuga_1.6_EcoBoost_2x4_Titanium;privat;Angebot;21900;control;suv;2014;manuell;150;kuga;30000;5;benzin;ford;nein;03/04/2016 00:00;0;40593;05/04/2016 12:46
27/03/2016 04:02;Volkswagen_Tiguan_2.0_TSI_4Motion_DSG_Lounge_Sport_&_Style;privat;Angebot;34000;test;suv;2015;automatik;211;tiguan;20000;3;benzin;volkswagen;nein;27/03/2016 00:00;0;38518;07/04/2016 05:17
15/03/2016 19:51;Nissan_Juke_1.5_cdi_mit_1.5_Jahren_Garantie;privat;Angebot;15800;control;suv;2014;manuell;110;juke;20000;10;diesel;nissan;nein;15/03/2016 00:00;0;33739;07/04/2016 00:18
06/03/2016 20:43;Dacia_Duster_Destination_1.6_4x4_Benziner;privat;Angebot;13000;control;suv;2014;manuell;105;duster;50000;4;benzin;dacia;nein;06/03/2016 00:00;0;66679;06/04/2016 23:16
02/04/2016 23:44;Ford_Kuga_1.5_EcoBoost_2x4_Sync._Edition;privat;Angebot;19990;test;suv;2015;manuell;150;kuga;20000;4;benzin;ford;nein;02/04/2016 00:00;0;35236;07/04/2016 00:45
09/03/2016 11:50;Volkswagen_Tiguan_2.0_TDI_DPF_BlueMotion_Technology_Exc...;privat;Angebot;21000;test;suv;2014;manuell;140;tiguan;30000;2;diesel;volkswagen;nein;09/03/2016 00:00;0;49377;05/04/2016 17:45
08/03/2016 17:40;Mazda_CX_3_SKYACTIV_D_105_FWD_Sports_Line+Tech.+Navi.+;privat;Angebot;22580;control;suv;2015;manuell;105;cx_reihe;10000;11;diesel;mazda;nein;08/03/2016 00:00;0;87538;30/03/2016 15:44
17/03/2016 09:53;BMW_X4_Xdrive_2.0d_Automatik_M_Sportpacket;privat;Angebot;48000;test;suv;2015;automatik;190;x_reihe;5000;12;diesel;bmw;nein;17/03/2016 00:00;0;94474;21/03/2016 13:17
30/03/2016 14:53;BMW_X1_xDrive20d_Aut.;privat;Angebot;41500;control;suv;2015;automatik;190;x_reihe;10000;10;diesel;bmw;nein;30/03/2016 00:00;0;84164;07/04/2016 05:44
25/03/2016 16:25;Mercedes_Benz_GLA_200_StreetStyle_AMG_Styling;privat;Angebot;27500;test;suv;2015;manuell;156;andere;20000;7;benzin;mercedes_benz;nein;25/03/2016 00:00;0;56269;07/04/2016 11:45
02/04/2016 14:46;Opel_Mokka_1.7_CDTI_Automatik_Innovation;privat;Angebot;21500;test;suv;2014;automatik;131;andere;20000;12;diesel;opel;nein;02/04/2016 00:00;0;58708;06/04/2016 13:16
10/03/2016 20:54;Dacia_Duster_1.6_16V_105_4x2_Essentiel;privat;Angebot;9999;test;suv;2015;manuell;105;duster;5000;10;benzin;dacia;nein;10/03/2016 00:00;0;66540;16/03/2016 13:18
15/03/2016 19:47;VW_Tiguan_Lounge_DSG_Anhaengerkupplung_4_Jahre_Garantie;privat;Angebot;31900;control;suv;2015;automatik;140;tiguan;30000;4;diesel;volkswagen;nein;15/03/2016 00:00;0;24106;07/04/2016 00:16
16/03/2016 20:54;Suzuki_Grand_Vitara_1.9_DDiS_Club++_AHK++_8fach;privat;Angebot;19750;control;suv;2014;manuell;129;grand;20000;3;diesel;suzuki;nein;16/03/2016 00:00;0;92637;26/03/2016 00:45
02/04/2016 11:57;Mazda_CX_3_SKYACTIV_G_120_SKYACTIV_Drive__FWD_Spor...;privat;Angebot;24999;test;suv;2015;automatik;120;cx_reihe;10000;11;benzin;mazda;nein;02/04/2016 00:00;0;45359;06/04/2016 10:17
30/03/2016 22:46;KIA_Sportage_2.0_CRDI_AWD__Spirit_mit_Sonderausstattung;privat;Angebot;23999;control;suv;2014;automatik;184;sportage;40000;7;diesel;kia;nein;30/03/2016 00:00;0;75175;04/04/2016 22:41
12/03/2016 20:54;Volkswagen_Touareg_3.0_V6_TDI_Blue_Motion_DPF_Automatik...;privat;Angebot;46099;test;suv;2014;automatik;245;touareg;20000;3;diesel;volkswagen;nein;12/03/2016 00:00;0;12107;05/04/2016 14:45
31/03/2016 18:53;BMW_X1_sDrive18d__Rueckfahrkamera__Neues_Modell;privat;Angebot;35990;control;suv;2015;automatik;150;x_reihe;5000;11;diesel;bmw;nein;31/03/2016 00:00;0;45475;06/04/2016 13:15
19/03/2016 14:47;Jeep_Wrangler_Unlimited_Hard_Top_2.8_CRD_Automatik;privat;Angebot;34999;test;suv;2015;automatik;200;wrangler;20000;4;diesel;jeep;nein;19/03/2016 00:00;0;86633;06/04/2016 22:15
25/03/2016 16:00;Dacia_Duster_1.6_16V_105_4x4;privat;Angebot;13000;test;suv;2014;manuell;0;duster;20000;8;benzin;dacia;nein;25/03/2016 00:00;0;92555;06/04/2016 20:17
03/04/2016 16:56;Volkswagen_Tiguan_2.0_TDI_DPF_4Motion_DSG_Cup_Sport_&_Style;privat;Angebot;27800;control;suv;2014;automatik;140;tiguan;30000;7;diesel;volkswagen;nein;03/04/2016 00:00;0;93055;05/04/2016 16:46
01/04/2016 05:02;Audi__Q3;privat;Angebot;28600;control;suv;2015;manuell;150;q3;10000;4;diesel;audi;nein;01/04/2016 00:00;0;85111;07/04/2016 06:15
16/03/2016 11:45;Volkswagen_Tiguan_2.0_TDI__Modell_Cup__1._Hd__kein_Reimport;privat;Angebot;24242;test;suv;2014;manuell;110;tiguan;30000;4;diesel;volkswagen;nein;16/03/2016 00:00;0;53844;06/04/2016 04:17
10/03/2016 15:37;Skoda_Yeti_Outdoor_4x4_2.0_TDI_DSG_Elegance_Weiss;privat;Angebot;19500;test;suv;2014;automatik;140;yeti;70000;5;diesel;skoda;nein;10/03/2016 00:00;0;76549;11/03/2016 16:45
08/03/2016 08:36;Skoda_Yeti_1.4_TSI_Green_tec_L&K;privat;Angebot;17500;test;suv;2014;manuell;122;yeti;20000;2;benzin;skoda;nein;08/03/2016 00:00;0;81739;06/04/2016 20:19
03/04/2016 14:50;Opel_Mokka_Innovation_Premium_4_x_4__Allrad__1.4_Turbo_ecoFlex;privat;Angebot;17900;test;suv;2014;manuell;140;andere;20000;2;benzin;opel;nein;03/04/2016 00:00;0;51702;05/04/2016 13:47
11/03/2016 20:48;Volkswagen_Tiguan_1.4_TSI_CityScape_Xenon_AHK_Navi_19_Zoll;privat;Angebot;27800;control;suv;2014;manuell;160;tiguan;30000;6;benzin;volkswagen;nein;11/03/2016 00:00;0;21271;19/03/2016 07:47
02/04/2016 09:37;Kia_Sportage_2.0_CRDi_184_AWD_Aut._Platinum_Edition;privat;Angebot;23900;control;suv;2014;automatik;184;sportage;50000;4;diesel;kia;nein;02/04/2016 00:00;0;53332;06/04/2016 07:15
23/03/2016 18:57;Dacia_Duster_TCe_125_4x2_Prestige_Garantie__03/2020;privat;Angebot;12700;test;suv;2015;manuell;125;duster;20000;3;benzin;dacia;nein;23/03/2016 00:00;0;86650;05/04/2016 23:45
07/03/2016 18:41;Q5_3_0_TDI;privat;Angebot;49990;control;suv;2014;automatik;245;q5;50000;1;diesel;audi;;07/03/2016 00:00;0;90530;14/03/2016 06:46
14/03/2016 20:52;Kia_Sportage_2_0CRDI__Spirit_Vollausstattung_6_Gang_Schalter;privat;Angebot;24500;control;suv;2014;manuell;185;sportage;50000;1;diesel;kia;nein;09/03/2016 00:00;0;94486;22/03/2016 21:15
